id;name;postal_code;commune;numero;voie;lieu_dit;code_insee;siret;activite;contact_url;site_internet;longitude;latitude;transport_station_presence;transport_bureau_de_vote_accessibilite;stationnement_presence;stationnement_pmr;stationnement_ext_presence;stationnement_ext_pmr;cheminement_ext_presence;cheminement_ext_terrain_stable;cheminement_ext_plain_pied;cheminement_ext_ascenseur;cheminement_ext_ascenseur_pmr;cheminement_ext_nombre_marches;cheminement_ext_reperage_marches;cheminement_ext_sens_marches;cheminement_ext_main_courante;cheminement_ext_rampe;cheminement_ext_pente_presence;cheminement_ext_pente_degre_difficulte;cheminement_ext_pente_longueur;cheminement_ext_devers;cheminement_ext_bande_guidage;cheminement_ext_retrecissement;entree_reperage;entree_vitree;entree_vitree_vitrophanie;entree_plain_pied;entree_ascenseur;entree_ascenseur_pmr;entree_marches;entree_marches_reperage;entree_marches_main_courante;entree_marches_rampe;entree_marches_sens;entree_dispositif_appel;entree_dispositif_appel_type;entree_balise_sonore;entree_aide_humaine;entree_largeur_mini;entree_pmr;entree_porte_presence;entree_porte_manoeuvre;entree_porte_type;accueil_visibilite;accueil_personnels;accueil_audiodescription_presence;accueil_audiodescription;accueil_equipements_malentendants_presence;accueil_equipements_malentendants;accueil_cheminement_plain_pied;accueil_cheminement_ascenseur;accueil_cheminement_ascenseur_pmr;accueil_cheminement_nombre_marches;accueil_cheminement_reperage_marches;accueil_cheminement_main_courante;accueil_cheminement_rampe;accueil_cheminement_sens_marches;accueil_ascenseur_etage;accueil_ascenseur_etage_pmr;accueil_classes_accessibilite;accueil_espaces_ouverts;accueil_chambre_nombre_accessibles;accueil_chambre_douche_plain_pied;accueil_chambre_douche_siege;accueil_chambre_douche_barre_appui;accueil_chambre_sanitaires_barre_appui;accueil_chambre_sanitaires_espace_usage;accueil_chambre_numero_visible;accueil_chambre_equipement_alerte;accueil_chambre_accompagnement;accueil_retrecissement;accueil_isoloir_accessibilite;accueil_urne_accessibilite;sanitaires_presence;sanitaires_adaptes;labels;labels_familles_handicap;registre_url;conformite;rnb_id
344cc9bd-d26b-43cf-9a91-5ede966812b5;Centre de Vaccination Intercommunal de Gallargues;30660;Gallargues-le-Montueux;;Avenue de la Station;;30123;;Laboratoire d'analyse médicale;;https://partners.doctolib.fr/vaccination-covid-19/gallargues/centre-de-vaccination-de-gallargues?speciality_id=5494;4.172006;43.717976;;;;;True;True;;;;;;;;;;;;;;;;;;;;True;;;;;;;;;;;;80.0;;True;;;;;;;;;;;;;;;;;;;;[];;;;;;;;;;;;;True;True;;;;;
2cafc55f-6dc3-4ee1-9b5b-290cbc06bc93;Centre de Vaccination Intercommunal du Celavu Prunelli;20129;Bastelicaccia;;Pela Corrachia;;2A032;;Laboratoire d'analyse médicale;;;8.824045;41.923977;;;True;True;True;True;;;;;;;;;;;;;;;;;;;;True;;;;;;;;;;;;80.0;;True;;;;;;;;;;;;;;;;;;;;[];;;;;;;;;;;;;True;True;;;;;
d86391d0-efa0-4f74-a4df-9255683ff0c9;Centre de Vaccination Intercommunal Montesquieu-la Brède;33650;La Brède;4;Avenue Charles de Gaulle;;33213;;Laboratoire d'analyse médicale;;;-0.527094;44.682012;;;True;True;True;True;;;;;;;;;;;;;;;;;;;;True;;;;;;;;;;;;80.0;;True;;;;;;;;;;;;;;;;;;;;[];;;;;;;;;;;;;True;True;;;;;R164RFPGD5N9
d62f70ba-866e-41f0-875e-9e3e3954fd6b;Centre de vaccination internationale Paris République ELSAN (ex Air France);75010;Paris;38;Quai de Jemmapes;;75110;;Hôpital;;https://www.elsan.care/fr/centre-de-vaccination-internationale-paris-republique;2.367417;48.86924;;;;;;;;;;;;;;;;;;;;;;;;;;True;;;;;;;;;;;;80.0;;True;;;;;;;;;True;;;;;;;;;;;[];;;;;;;;;;False;;;True;True;;;;;SHGPX8SE8KPD
97dff981-d9e5-448d-b80e-ba1d79b2c3b3;Centre de Vaccination Isère Bièvre Aéroport;38590;Saint-Étienne-de-Saint-Geoirs;1;Avenue Roland Garros;;38384;;Laboratoire d'analyse médicale;;;5.337098;45.356615;;;True;True;True;True;;;;;;;;;;;;;;;;;;;;True;;;;;;;;;;;;80.0;;True;;;;;;;;;;;;;;;;;;;;[];;;;;;;;;;;;;True;True;;;;;TJYKRRFBMJFE
cfdd18ae-1635-4164-9d6a-cb9735cd58ff;Centre de Vaccination Isigny-sur-Mer-Mairie;14230;Isigny-sur-Mer;;Rue du Docteur Touraille;;14342;;Laboratoire d'analyse médicale;;https://partners.doctolib.fr/centre-de-sante/isigny-sur-mer/cpts-axante?speciality_id=5494;-1.106273;49.318756;;;True;True;True;True;;;;;;;;;;;;;;;;;;;;True;;;;;;;;;;;;80.0;;True;;;;;;;;;;;;;;;;;;;;[];;;;;;;;;;;;;True;True;;;;;
ba15fe7f-358c-4956-8d32-39a9384c7f28;Centre de Vaccination Isle sur la Sorgue;84800;L'Isle-sur-la-Sorgue;;Place des Freres Brun;;84054;;Laboratoire d'analyse médicale;;https://partners.doctolib.fr/hopital-public/l-isle-sur-la-sorgue/centre-de-vaccination-covid-19-l-isle-sur-la-sorgue?speciality_id=5494;5.0494;43.920063;;;;;True;True;;;;;;;;;;;;;;;;;;;;False;;;;;;fixe;;;;;;80.0;;True;;;;;;;;;;;;;;;;;;;;[];;;;;;;;;;;;;True;True;;;;;
0db74f7b-0a9f-4e4c-89c3-2516edc5520c;Centre de Vaccination-la Ferte-Bernard-Synergie Parc;72400;La Ferté-Bernard;87;Rue  Robert Surmont;;72132;;Laboratoire d'analyse médicale;;https://partners.doctolib.fr/centre-de-vaccinations-internationales/la-ferte-bernard/centre-de-vaccination-covid-19-la-ferte-bernard?pid=practice-174976;0.641398;48.192946;;;;;True;True;;;;;;;;;;;;;;;;;;;;True;;;;;;;;;;;;80.0;;True;;;;;;;;;;;;;;;;;;;;[];;;;;;;;;;;;;True;True;;;;;HJVPHHFR3EQ8
577ad76e-e4ef-412f-87ba-d8d6cfdafeb2;Centre de Vaccination-la Fleche-Salle Printania;72200;La Flèche;39;Avenue de Verdun;;72154;;Laboratoire d'analyse médicale;;https://partners.doctolib.fr/centre-de-sante/la-fleche/centre-de-vaccination-covid-msp-la-fleche?speciality_id=5494;-0.089692;47.697315;;;;;True;True;;;;;;;;;;;;;;;;;;;;True;;;;;;;;;;;;80.0;;True;;;;;;;;;;;;;;;;;;;;[];;;;;;;;;;;;;True;True;;;;;YACNH625M441
ce222dfc-d4e0-49bc-bee9-712ec8ec042c;Centre de Vaccination-la Gare des Collines-Maison France Service;41170;Mondoubleau;3;Avenue de la Gare;;41143;;Laboratoire d'analyse médicale;;https://partners.doctolib.fr/maison-de-sante/mondoubleau/centre-de-vaccination-covid-la-gare-des-collines?pid=practice-168224;0.894664;47.984632;;;;;True;True;;;;;;;;;;;;;;;;;;;;True;;;;;;;;;;;;80.0;;True;;;;;;;;;;;;;;;;;;;;[];;;;;;;;;;;;;True;True;;;;;YTJGYYSKQ335
473329c8-4d2c-41ba-8b4e-2e31ad83849f;Centre de Vaccination-Laigne en Belin-Salle Polyvalente la Bélinoise;72220;Laigné-en-Belin;;Rue de la Noé Gourdé;;72155;;Laboratoire d'analyse médicale;;https://partners.doctolib.fr/centre-de-sante/ecommoy/centre-de-vaccination-covid-19-belinois?pid=practice-181213;0.222354;47.874781;;;True;True;True;True;;;;;;;;;;;;;;;;;;;;True;;;;;;;;;;;;80.0;;True;;;;;;;;;;;;;;;;;;;;[];;;;;;;;;;;;;True;True;;;;;
8558b20f-5566-4cb8-b073-079d7fbf69e0;Centre de Vaccination le Cep Saint Peray;7130;Saint-Péray;1;Place Louis Alexandre Faure;;7281;;Laboratoire d'analyse médicale;;;4.839585;44.944974;;;True;True;True;True;;;;;;;;;;;;;;;;;;;;True;;;;;;;;;;;;80.0;;True;;;;;;;;;;;;;;;;;;;;[];;;;;;;;;;;;;True;True;;;;;W72618HB736S
5576a7a9-4232-4af9-a03e-d75ac3d52bad;Centre de Vaccination-le Mans – Centre Hospitalier – Centre Covid Vaccination;72000;Le Mans;194;avenue Rubillard;;72181;;Laboratoire d'analyse médicale;;;0.176266;48.013409;;;;;True;True;;;;;;;;;;;;;;;;;;;;True;;;;;;;;;;;;80.0;;True;;;;;;;;;;;;;;;;;;;;[];;;;;;;;;;;;;True;True;;;;;SSAPGYP6CRZR
5cc99b0f-d1dd-498f-8fb5-abc348891255;Centre de Vaccination-le Mans-Jean Moulin;72100;Le Mans;23;rue Robert Collet;;72181;;Laboratoire d'analyse médicale;;https://partners.doctolib.fr/centre-de-sante/le-mans/vaccination-covid-19-ctps-le-mans-agglo?pid=practice-164815;0.220144;47.975048;;;True;True;True;True;;;;;;;;;;;;;;;;;;;;True;;;;;;;;;;;;80.0;;True;;;;;;;;;;;;;;;;;;;;[];;;;;;;;;;;;;True;True;;;;;912S69RTF9YV
8d0970d7-e131-476d-a729-3eb21b983c86;Centre de Vaccination-le Mans-Ouest;72000;Le Mans;84;avenue Rubillard;;72181;;Laboratoire d'analyse médicale;;https://partners.doctolib.fr/maison-de-sante/le-mans/reseau-de-sante-le-mans-ouest?speciality_id=5494;0.184277;48.012078;;;;;True;True;;;;;;;;;;;;;;;;;;;;False;;;;;;;;;;;;80.0;;True;;;;;;;;;;;;;;;;;;;;[];;;;;;;;;;;;;True;True;;;;;JZSF55Z7BHPZ
027cfe89-0bda-483b-af8a-2b3df5d0d953;Centre de Vaccination-les 3 Provinces;19100;Brive-la-Gaillarde;4;Avenue Jacques Et Bernadette Chirac;;19031;;Laboratoire d'analyse médicale;;https://partners.doctolib.fr/centre-depistage-covid/brive/centre-de-vaccination-covid-de-brive?speciality_id=5494;1.542519;45.165834;;;True;True;True;True;;;;;;;;;;;;;;;;;;;;True;;;;;;;;;;;;80.0;;True;;;;;;;;;;;;;;;;;;;;[];;;;;;;;;;;;;True;True;;;;;9S3HKR7PNMZ2
2f21e17a-339e-4891-9fd1-41779adc2348;Centre de Vaccination les Halles de Tours;37000;Tours;12;Place Gaston Paillhou;;37261;;Laboratoire d'analyse médicale;;https://partners.doctolib.fr/centre-de-sante/tours/centre-vaccination-covid-tours-metrople?pid=practice-164864;0.680947;47.392289;;;True;True;;;;;;;;;;;;;;;;;;;;;;True;;;;;;;;;;;;80.0;;True;;;;;;;;;;;;;;;;;;;;[];;;;;;;;;;;;;True;True;;;;;BGQ2V7MZBJZF
8d05f3e7-dcb2-44d5-9e56-85a018ea0deb;Centre de Vaccination Linandes-Cordeliers/Site des Cordeliers;95300;Pontoise;2;Rue Rodin;;95500;;Laboratoire d'analyse médicale;;https://partners.doctolib.fr/centre-de-sante/clichy-sous-bois/centre-municipal-de-vaccination-covid-charlotte-petit?speciality_id=5494;2.094739;49.057311;;;True;True;True;True;;;;;;;;;;;;;;;;;;;;True;;;;;;;;;;;;80.0;;True;;;;;;;;;;;;;;;;;;;;[];;;;;;;;;;;;;True;True;;;;;JFH72ZMWEDPS
d6156ccc-563b-470e-81f3-8ab441ea7164;Centre de Vaccination-Mairie de Chambly, Maison de santé de Chambly;60230;Chambly;120;Rue Raymond Joly;;60139;;Hôpital;;https://partners.doctolib.fr/centre-de-vaccinations-internationales/chambly/centre-de-vaccination-covid-19-ville-de-chambly?pid=practice-175375;2.251933;49.169645;;;;;True;True;;;;;;;;;;;;;;;;;;;;True;;;;;;;;;;;;80.0;;True;;;;;;;;;;;;;;;;;;;;[];;;;;;;;;;;;;True;True;;;;;
15905b48-ee3e-4e30-b48c-6d2ed47354e4;Centre de Vaccination-Mairie de Mens;38710;Mens;4;Place de la Mairie;;38226;;Laboratoire d'analyse médicale;;https://partners.doctolib.fr/vaccination-covid-19/mens/centre-de-vaccination-covid19-commune-mens?speciality_id=5494;5.752205;44.817704;;;;;True;True;;;;;;;;;;;;;;;;;;;;True;;;;;;;;;;;;80.0;;True;;;;;;;;;;;;;;;;;;;;[];;;;;;;;;;;;;True;True;;;;;A3XKYRKS1SB3
e50c788d-9b7e-4d46-88b3-3f43dbf35ed0;Centre de Vaccination-Mairie de Montpellier;34000;Montpellier;1;Rue Farges;;34172;;Laboratoire d'analyse médicale;;;3.88303;43.604581;;;;;True;True;;;;;;;;;;;;;;;;;;;;True;;;;;;;;;;;;80.0;;True;;;;;;;;;;;;;;;;;;;;[];;;;;;;;;;;;;True;True;;;;;8M2NG83B7VZ2
b4a6a160-3269-4534-abcc-3e6051ed7cda;Centre de Vaccination-Maison de Sante Amou;40330;Amou;24;Avenue de la Digue;;40002;;Laboratoire d'analyse médicale;;https://www.maiia.com/centre-de-vaccination/40330-amou/centre-de-vaccination---maison-de-sante-amou;-0.745484;43.59189;;;True;True;True;True;;;;;;;;;;;;;;;;;;;;True;;;;;;;;;;;;80.0;;True;;;;;;;;;;;;;;;;;;;;[];;;;;;;;;;;;;True;True;;;;;Z4TXFKD2CW7D
740ff9d6-1092-4221-85e3-81344943c383;Centre de Vaccination : Maison Médicale de Corbie;80800;Corbie;36;Rue Jacques Pinsonneau;;80212;;Laboratoire d'analyse médicale;;https://partners.doctolib.fr/centre-de-sante/corbie/centre-de-vaccination-covid-ville-de-corbie?speciality_id=5494;2.506528;49.906782;;;;;True;True;;;;;;;;;;;;;;;;;;;;True;;;;;;;;;;;;80.0;;True;;;;;;;;;;;;;;;;;;;;[];;;;;;;;;;;;;True;True;;;;;AH7WCN3Q5CVE
ac13d9a3-bef9-48e4-bd96-2c40f33c0805;Centre de Vaccination – Maison pour tous – Mairie de Contes;6390;Contes;;Chemin du Gheit;;6048;;Laboratoire d'analyse médicale;;https://partners.doctolib.fr/centre-de-sante/contes/centre-de-vaccination-de-contes?speciality_id=5494;7.321007;43.802006;;;;;True;True;;;;;;;;;;;;;;;;;;;;True;;;;;;;;;;;;80.0;;True;;;;;;;;;;;;;;;;;;;;[];;;;;;;;;;;;;True;True;;;;;
567e527a-433c-4b44-92af-947ba50bfb46;Centre de Vaccination Marie-Thérèse Eyquem Créteil;94000;Créteil;6;Rue Thomas Edison;;94028;;Laboratoire d'analyse médicale;;https://partners.doctolib.fr/centre-de-sante/creteil/centre-de-vaccination-covid-ville-de-creteil?speciality_id=5494;2.446068;48.797967;;;;;;;;;;;;;;;;;;;;;;;;;;True;;;;;;;;;;;;80.0;;True;;;;;;;;;;;;;;;;;;;;[];;;;;;;;;;;;;True;True;;;;;W2E4ZPPZDHNZ
d41de1a6-606a-4483-a53a-5cbea1950921;Centre de Vaccination-Meslay du Maine-Salle Socioculturelle;53170;Meslay-du-Maine;16;Place de la Poste;;53152;;Laboratoire d'analyse médicale;;https://partners.doctolib.fr/etablissement-de-prevention/mayenne/centres-de-vaccination-de-la-mayenne-mayenne?pid=practice-164911;-0.553019;47.95197;;;True;True;True;True;;;;;;;;;;;;;;;;;;;;True;;;;;;;;;;;;80.0;;True;;;;;;;;;;;;;;;;;;;;[];;;;;;;;;;;;;True;True;;;;;12VSEV2K6CFY
48a8a560-e248-4d52-84ed-77ff6ad47a85;Centre de Vaccination Meymac;19250;Meymac;7bis;Avenue du Gaud;;19136;;Laboratoire d'analyse médicale;;https://partners.doctolib.fr/centre-de-sante/meymac/centre-de-vaccination-covid-19-de-meymac?speciality_id=5494;2.151941;45.534178;;;True;True;True;True;;;;;;;;;;;;;;;;;;;;True;;;;;;;;;;;;80.0;;True;;;;;;;;;;;;;;;;;;;;[];;;;;;;;;;;;;True;True;;;;;RW7JSZHGBYAN
8be01389-95e4-4f21-979d-aa9fbb715610;Centre de Vaccination Mézidon Vallée d'Auge;14270;Mézidon Vallée d'Auge;17;Rue Marcel Lemeray;;14431;;Laboratoire d'analyse médicale;;https://partners.doctolib.fr/centre-de-sante/mezidon-vallee-d-auge/centre-de-vaccination-covid-19-mezidon-vallee-d-auge?pid=practice-179725;-0.067048;49.073252;;;True;True;True;True;;;;;;;;;;;;;;;;;;;;True;;;;;;;;;;;;80.0;;True;;;;;;;;;;;;;;;;;;;;[];;;;;;;;;;;;;True;True;;;;;W3J74S8T5YZS
ff0a9b1e-1db6-4ddf-8b8a-9b77dc5391d9;Centre de Vaccination Millau;12100;Millau;2;Rue Pierre Semard;;12145;;Laboratoire d'analyse médicale;;https://partners.doctolib.fr/hopital-public/millau/centre-de-vaccination-millau?speciality_id=5494;3.075674;44.102888;;;;;True;True;;;;;;;;;;;;;;;;;;;;True;;;;;;;;;;;;80.0;;True;;;;;;;;;;;;;;;;;;;;[];;;;;;;;;;;;;True;True;;;;;5QGPSCNDN2KY
d790b4f2-967d-4b1e-8302-22f6d6cdb45b;Centre de Vaccination Mobile-Bus Vaccinal Aisne Ars Dt02;2000;Laon;;Cite Administrative;;2408;;Laboratoire d'analyse médicale;;;3.630714;49.564383;;;True;True;True;True;;;;;;;;;;;;;;;;;;;;True;;;;;;;;;;;;80.0;;True;;;;;;;;;;;;;;;;;;;;[];;;;;;;;;;;;;True;True;;;;;
6367f421-2c7f-4ad2-9445-940606ed396a;Centre de Vaccination Mobile-Communauté de Communes Somme Sud-Ouest;80290;Poix-de-Picardie;16bis;Route d'Aumale;;80630;;Laboratoire d'analyse médicale;;https://vaccination-covid.keldoc.com/cabinet-medical/hornoy-le-bourg-80640/centre-de-vaccination-ephemere-hornoy-le-bourg/centre-de-vaccination-ephemere-hornoy-le-bourg?cabinet=26095;1.976714;49.779565;;;True;True;True;True;;;;;;;;;;;;;;;;;;;;True;;;;;;;;;;;;80.0;;True;;;;;;;;;;;;;;;;;;;;[];;;;;;;;;;;;;True;True;;;;;1DK6C1VZRN15
e349bd6e-c4c9-4976-a0f6-ebe31c01ca72;Centre de Vaccination Mobile du Conseil Départemental de l'Ain;1000;Bourg-en-Bresse;45;avenue d'alsace lorraine;;1053;;Laboratoire d'analyse médicale;;;5.221891;46.202569;;;;;;;;;;;;;;;;;;;;;;;;;;True;;;;;;;;;;;;80.0;;True;;;;;;;;;;;;;;;;;;;;[];;;;;;;;;;;;;True;True;;;;;7N8X12AZR6N3
88eea379-ed39-4642-ad26-9096c88ceba1;Centre de Vaccination Mobile Mutualité;40000;Mont-de-Marsan;1;Allee de la Solidarite;;40192;;Laboratoire d'analyse médicale;;;-0.501117;43.897706;;;True;True;;;;;;;;;;;;;;;;;;;;;;True;;;;;;;;;;;;80.0;;True;;;;;;;;;;;;;;;;;;;;[];;;;;;;;;;;;;True;True;;;;;6MZKWZ35APSH
ebbcbf54-b72a-4a8f-9822-2e39a58958bd;Centre de Vaccination Montceau les Mines-Salle l'Embarcadère;71300;Montceau-les-Mines;36;Quai Jules Chagot;;71306;;Laboratoire d'analyse médicale;;https://partners.doctolib.fr/centre-de-sante/montceau-les-mines/centre-de-vaccination-de-montceau-les-mines?speciality_id=5494;4.361085;46.676772;;;True;True;True;True;;;;;;;;;;;;;;;;;;;;False;;;;;;amovible;;;;;True;80.0;;True;;;;;;;;;;;;;;;;;;;;[];;;;;;;;;;;;;True;True;;;;;
69c4d074-c085-4ef1-a5a7-9f76511b890c;Centre de Vaccination-Montcuq;46800;Montcuq-en-Quercy-Blanc;2;Allée des Marronniers;;46201;;Laboratoire d'analyse médicale;;https://partners.doctolib.fr/centre-de-sante/montcuq/centre-de-vaccination-covid-montcuq-allee-des-marronniers%3Fpid%3Dpractice-166113%26enable_cookies_consent%3D1;1.206058;44.338;;;;;True;True;;;;;;;;;;;;;;;;;;;;True;;;;;;;;;;;;80.0;;True;;;;;;;;;;;;;;;;;;;;[];;;;;;;;;;;;;True;True;;;;;
cf239584-962b-410d-a302-f007f2d7f208;Centre de Vaccination Montmoreau Saint Cybard/Chalais;16190;Montmoreau;;Avenue Henri Dunant;;16230;;Laboratoire d'analyse médicale;;https://partners.doctolib.fr/centre-de-sante/montmoreau-saint-cybard/centre-de-vaccination-montmoreau?pid=practice-166024;0.128955;45.397488;;;True;True;True;True;;;;;;;;;;;;;;;;;;;;True;;;;;;;;;;;;80.0;;True;;;;;;;;;;;;;;;;;;;;[];;;;;;;;;;;;;True;True;;;;;
9967847f-3005-43a7-87bb-e7f4e55cbf04;Centre de Vaccination-Mspbx Bagatelle;33400;Talence;303;Rue Frédéric Sevene;;33522;;Laboratoire d'analyse médicale;;;-0.575933;44.807122;;;True;True;True;True;;;;;;;;;;;;;;;;;;;;True;;;;;;;;;;;;80.0;;True;;;;;;;;;;;;;;;;;;;;[];;;;;;;;;;;;;True;True;;;;;EDA48XYPBA4W
168ecf64-e2cc-4bbb-8fa1-26f258a80dc4;Centre de Vaccination-Msp de Bohain en Vermandois;2110;Bohain-en-Vermandois;18;Rue Elysee Alavoine;;2095;;Laboratoire d'analyse médicale;;https://partners.doctolib.fr/centre-de-sante/bohain-en-vermandois/centre-de-vaccination-msp-maison-medicale-du-vermandois%3Fpid%3Dpractice-165174%26enable_cookies_consent%3D1;3.454021;49.98556;;;True;True;;;;;;;;;;;;;;;;;;;;;;True;;;;;;;;;;;;80.0;;True;;;;;;;;;;;;;;;;;;;;[];;;;;;;;;;;;;True;True;;;;;CY19ZQKYE56Y
68133fe0-60b3-421f-b25d-06fd42cc2ae4;Centre de Vaccination-Msp de Fère en Tardenois;2130;Fère-en-Tardenois;14;Rue de la Goutte d'Or;;2305;;Laboratoire d'analyse médicale;;https://www.maiia.com/centre-de-vaccination/02130-fere-en-tardenois/centre-de-vaccination-pole-de-sante-de-la-goutte-d-or?centerId=5ffef3c1b1a1aa1cc204ef5b;3.518182;49.196842;;;True;True;True;True;;;;;;;;;;;;;;;;;;;;True;;;;;;;;;;;;80.0;;True;;;;;;;;;;;;;;;;;;;;[];;;;;;;;;;;;;True;True;;;;;KA7GNWA5SJT4
5fe8bc3d-a0c4-42ac-9876-41419ee46e69;Centre de Vaccination-Msp de Saint Erme;2820;Saint-Erme-Outre-et-Ramecourt;5;Route de Liesse;;2676;;Laboratoire d'analyse médicale;;https://www.maiia.com/centre-de-vaccination/02820-saint-erme-outre-et-ramecourt/centre-de-vaccination-saint-erme;3.856513;49.529484;;;True;True;True;True;;;;;;;;;;;;;;;;;;;;True;;;;;;;;;;;;80.0;;True;;;;;;;;;;;;;;;;;;;;[];;;;;;;;;;;;;True;True;;;;;B36KNQDVJ1SQ
dcd74818-174a-47bb-b796-22d2106f8e28;Centre de Vaccination-Msp de Vervins;2140;Vervins;;Place de la Liberté;;2789;;Laboratoire d'analyse médicale;;https://partners.doctolib.fr/centre-de-sante/vervins/centre-de-vaccination-covid-19-dr-gosset?speciality_id=5494;3.903075;49.832072;;;True;True;True;True;;;;;;;;;;;;;;;;;;;;True;;;;;;;;;;;;80.0;;True;;;;;;;;;;;;;;;;;;;;[];;;;;;;;;;;;;True;True;;;;;
73e5c6f4-cd01-46b6-af68-9c2591a8e675;Centre de Vaccination-Msp de Villers Cotterets;2600;Villers-Cotterêts;10;Rue de l'Hôtel de Ville;;2810;;Laboratoire d'analyse médicale;;;3.091184;49.254734;;;True;True;True;True;;;;;;;;;;;;;;;;;;;;True;;;;;;;;;;;;80.0;;True;;;;;;;;;;;;;;;;;;;;[];;;;;;;;;;;;;True;True;;;;;5DNREDRGK9MJ
aa2b1623-214f-4bf0-8438-75a90ceecdda;Centre de Vaccination-Msp du Plantaurel Opération Éphémère;9000;Saint-Jean-de-Verges;3;Avenue des Ecoliers;;9264;;Laboratoire d'analyse médicale;;https://partners.doctolib.fr/vaccination-covid-19/foix/centre-de-vaccination-covid-19-ariege-operation-exceptionnelle?pid=practice-200943?pid=practice-200943;1.610611;43.014476;;;True;True;True;True;;;;;;;;;;;;;;;;;;;;True;;;;;;;;;;;;80.0;;True;;;;;;;;;;;;;;;;;;;;[];;;;;;;;;;;;;True;True;;;;;SYABSQWF8GNH
7fe0af2f-97eb-4f1b-ac02-56753ea8e9d7;Centre de Vaccination Msp Moissac;82200;Moissac;19;Avenue du Chasselas;;82112;;Laboratoire d'analyse médicale;;https://partners.doctolib.fr/vaccination-covid-19/moissac/centre-covid-cosec?speciality_id=2;1.099734;44.10841;;;;;True;True;;;;;;;;;;;;;;;;;;;;True;;;;;;;;;;;;80.0;;True;;;;;;;;;;;;;;;;;;;;[];;;;;;;;;;;;;True;True;;;;;KAD2647S1V4V
ae2799fe-36b3-4c68-b04b-f88d76e05ce1;Centre de Vaccination-Mspp Léonard de Vinci, sur Site Centre Hospitalier Ternois;62130;Gauchin-Verloingt;172;Rue d'Hesdin;;62367;;Laboratoire d'analyse médicale;;https://partners.doctolib.fr/hopital-public/arras/ght-artois-ternois-vaccination-covid?pid=practice-163453;2.323346;50.378091;;;True;True;True;True;;;;;;;;;;;;;;;;;;;;True;;;;;;;;;;;;80.0;;True;;;;;;;;;;;;;;;;;;;;[];;;;;;;;;;;;;True;True;;;;;BKY1AQ948NH3
bfa5e226-a5b8-4cc5-8878-a07125de2a53;Centre de Vaccination-Objat;19130;Objat;;Rue De L’Ancien Temple;;19153;;Laboratoire d'analyse médicale;;https://partners.doctolib.fr/centre-de-sante/objat/centre-de-vaccination-d-objat?pid=practice-175821;1.40862;45.263386;;;True;True;True;True;;;;;;;;;;;;;;;;;;;;True;;;;;;;;;;;;80.0;;True;;;;;;;;;;;;;;;;;;;;[];;;;;;;;;;;;;True;True;;;;;
1a558ea3-1364-45b7-9991-4f26813b0340;Centre de Vaccination-Office Français de l'Immigration et de l'Intégration;6200;Nice;147;Boulevard du Mercantour;;6088;;Laboratoire d'analyse médicale;;;7.19965;43.67538;;;;;;;;;;;;;;;;;;;;;;;;;;True;;;;;;;;;;;;80.0;;True;;;;;;;;;;;;;;;;;;;;[];;;;;;;;;;;;;True;True;;;;;YRQHRC5RPTVW
38ded12d-cff5-4012-8ea5-3817b3e995b7;Centre de Vaccination-Oletta;20232;Oletta;26;traversa duttore coltelloni;;2B185;;Laboratoire d'analyse médicale;;;9.35805;42.632072;;;True;True;True;True;;;;;;;;;;;;;;;;;;;;True;;;;;;;;;;;;80.0;;True;;;;;;;;;;;;;;;;;;;;[];;;;;;;;;;;;;True;True;;;;;MM5ZXH6EF1N5
0ee14b2f-6795-4fa2-b86e-7c4465de44a9;Centre de Vaccination-Opération Éphémère Restos du Coeur;77400;Saint-Thibault-des-Vignes;16;Rue Paul Henri Spaak;;77438;;Laboratoire d'analyse médicale;;;2.673912;48.86497;;;;;True;True;;;;;;;;;;;;;;;;;;;;True;;;;;;;;;;;;80.0;;True;;;;;;;;;;;;;;;;;;;;[];;;;;;;;;;;;;True;True;;;;;7TFWFDQQK9PZ
5674c2fc-5977-4d6f-b3ee-adc16eb9accb;Centre de Vaccination-Parc d'Activité Saint-Ouen-L'Aumône;95310;Saint-Ouen-l'Aumône;19;Avenue de l'Eguillette;;95572;;Laboratoire d'analyse médicale;;;2.133003;49.053208;;;True;True;True;True;;;;;;;;;;;;;;;;;;;;True;;;;;;;;;;;;80.0;;True;;;;;;;;;;;;;;;;;;;;[];;;;;;;;;;;;;True;True;;;;;YDZAJC5DRR1X
69529fdf-de3f-4dc1-a99b-ccf81ebe2b42;Centre de Vaccination Parc des Expositions de Tarbes;65000;Tarbes;;Boulevard du President Kennedy;;65440;;Laboratoire d'analyse médicale;;https://partners.doctolib.fr/centre-de-sante/tarbes/centre-de-vaccination-covid-de-tarbes-expo?speciality_id=5494;0.085303;43.219364;;;True;True;True;True;;;;;;;;;;;;;;;;;;;;True;;;;;;;;;;;;80.0;;True;;;;;;;;;;;;;;;;;;;;[];;;;;;;;;;;;;True;True;;;;;
